Fiscal Year,County,Region,Operation Type,Validated Investigation,Completed RCCI Abuse/Neglect Investigations
2014,Bexar,8-San Antonio,General Residential Operation,Not Validated,25
2014,Bexar,8-San Antonio,General Residential Operation,Validated,2
2014,Bexar,8-San Antonio,Residential Treatment Center,Not Validated,69
2014,Bexar,8-San Antonio,Residential Treatment Center,Validated,4
2014,Brazoria,6-Houston,Child Placing Agency/Branch,Not Validated,13
2014,Brazoria,6-Houston,Child Placing Agency/Branch,Validated,1
2014,Brazoria,6-Houston,General Residential Operation,Not Validated,1
2014,Brazoria,6-Houston,Residential Treatment Center,Not Validated,5
2014,Brazos,7-Austin,Child Placing Agency/Branch,Not Validated,1
2014,Brazos,7-Austin,General Residential Operation,Not Validated,3
2014,Brazos,7-Austin,Residential Treatment Center,Not Validated,4
2014,Brown,2-Abilene,Child Placing Agency/Branch,Not Validated,30
2014,Brown,2-Abilene,Child Placing Agency/Branch,Validated,2
2014,Brown,2-Abilene,General Residential Operation,Not Validated,3
2014,Caldwell,7-Austin,Residential Treatment Center,Not Validated,13
2014,Caldwell,7-Austin,Residential Treatment Center,Validated,3
2014,Cameron,11-Edinburg,Child Placing Agency/Branch,Not Validated,29
2014,Cameron,11-Edinburg,Child Placing Agency/Branch,Validated,2
2014,Cameron,11-Edinburg,General Residential Operation,Not Validated,5
2014,Collin,3-Arlington,Child Placing Agency/Branch,Not Validated,6
2014,Collin,3-Arlington,Child Placing Agency/Branch,Validated,1
2014,Collin,3-Arlington,General Residential Operation,Not Validated,1
2014,Comal,8-San Antonio,General Residential Operation,Not Validated,6
2014,Comal,8-San Antonio,Residential Treatment Center,Not Validated,11
2014,Comanche,2-Abilene,Child Placing Agency/Branch,Not Validated,4
2014,Coryell,7-Austin,Child Placing Agency/Branch,Not Validated,5
2014,Dallas,3-Arlington,Child Placing Agency/Branch,Not Validated,150
2014,Dallas,3-Arlington,Child Placing Agency/Branch,Validated,7
2014,Dallas,3-Arlington,General Residential Operation,Not Validated,5
2014,Dallas,3-Arlington,Residential Treatment Center,Not Validated,27
2014,Dallas,3-Arlington,Unregulated Operation,Not Validated,1
2014,Denton,3-Arlington,General Residential Operation,Not Validated,1
2014,Ector,9-Midland,Child Placing Agency/Branch,Not Validated,6
2014,Ector,9-Midland,Child Placing Agency/Branch,Validated,1
2014,Ellis,3-Arlington,Child Placing Agency/Branch,Not Validated,16
2014,Ellis,3-Arlington,General Residential Operation,Not Validated,2
2014,El Paso,10-El Paso,Child Placing Agency/Branch,Not Validated,21
2014,El Paso,10-El Paso,General Residential Operation,Not Validated,5
2014,Erath,3-Arlington,General Residential Operation,Not Validated,4
2014,Falls,7-Austin,Residential Treatment Center,Not Validated,9
2014,Fort Bend,6-Houston,Child Placing Agency/Branch,Not Validated,8
2014,Fort Bend,6-Houston,General Residential Operation,Not Validated,3
2014,Fort Bend,6-Houston,Residential Treatment Center,Not Validated,37
2014,Fort Bend,6-Houston,Residential Treatment Center,Validated,1
2014,Freestone,7-Austin,General Residential Operation,Not Validated,1
2014,Galveston,6-Houston,Child Placing Agency/Branch,Not Validated,5
2014,Galveston,6-Houston,Residential Treatment Center,Not Validated,6
2014,Gonzales,8-San Antonio,Child Placing Agency/Branch,Not Validated,20
2014,Gregg,4-Tyler,Child Placing Agency/Branch,Not Validated,3
2014,Harris,6-Houston,Child Placing Agency/Branch,Not Validated,260
2014,Harris,6-Houston,Child Placing Agency/Branch,Validated,9
2014,Harris,6-Houston,General Residential Operation,Not Validated,49
2014,Harris,6-Houston,General Residential Operation,Validated,1
2014,Harris,6-Houston,Independent Foster Family/Group Home,Not Validated,1
2014,Harris,6-Houston,Residential Treatment Center,Not Validated,100
2014,Harris,6-Houston,Residential Treatment Center,Validated,1
2014,Harrison,4-Tyler,General Residential Operation,Not Validated,2
2014,Harrison,4-Tyler,Residential Treatment Center,Not Validated,3
2014,Hays,7-Austin,Child Placing Agency/Branch,Not Validated,7
2014,Hays,7-Austin,Residential Treatment Center,Not Validated,28
2014,Hays,7-Austin,Residential Treatment Center,Validated,3
2014,Hidalgo,11-Edinburg,Child Placing Agency/Branch,Not Validated,28
2014,Hidalgo,11-Edinburg,General Residential Operation,Not Validated,2
2014,Hill,7-Austin,General Residential Operation,Not Validated,1
2014,Hockley,1-Lubbock,Residential Treatment Center,Not Validated,52
2014,Hood,3-Arlington,Child Placing Agency/Branch,Not Validated,3
2014,Hopkins,4-Tyler,Child Placing Agency/Branch,Not Validated,5
2014,Hunt,3-Arlington,Residential Treatment Center,Not Validated,10
2014,Jefferson,5-Beaumont,Child Placing Agency/Branch,Not Validated,21
2014,Jefferson,5-Beaumont,Child Placing Agency/Branch,Validated,1
2014,Jefferson,5-Beaumont,General Residential Operation,Not Validated,5
2014,Jefferson,5-Beaumont,General Residential Operation,Validated,1
2014,Kendall,8-San Antonio,Child Placing Agency/Branch,Not Validated,9
2014,Kendall,8-San Antonio,General Residential Operation,Not Validated,1
2014,Kendall,8-San Antonio,Residential Treatment Center,Not Validated,3
2014,Kerr,8-San Antonio,Child Placing Agency/Branch,Not Validated,4
2014,Kerr,8-San Antonio,General Residential Operation,Not Validated,12
2014,Kerr,8-San Antonio,Residential Treatment Center,Not Validated,4
2014,Lampasas,7-Austin,General Residential Operation,Not Validated,10
2014,Lubbock,1-Lubbock,Child Placing Agency/Branch,Not Validated,46
2014,Lubbock,1-Lubbock,Child Placing Agency/Branch,Validated,4
2014,Lubbock,1-Lubbock,General Residential Operation,Not Validated,10
2014,Lubbock,1-Lubbock,Residential Treatment Center,Not Validated,25
2014,McLennan,7-Austin,Child Placing Agency/Branch,Not Validated,4
2014,McLennan,7-Austin,General Residential Operation,Not Validated,4
2014,McLennan,7-Austin,Residential Treatment Center,Not Validated,4
2014,McLennan,7-Austin,Residential Treatment Center,Validated,2
2014,Medina,8-San Antonio,Child Placing Agency/Branch,Not Validated,8
2014,Medina,8-San Antonio,General Residential Operation,Not Validated,5
2014,Midland,9-Midland,Child Placing Agency/Branch,Not Validated,9
2014,Midland,9-Midland,General Residential Operation,Not Validated,5
2014,Midland,9-Midland,General Residential Operation,Validated,1
2014,Milam,7-Austin,General Residential Operation,Not Validated,1
2014,Mills,7-Austin,Residential Treatment Center,Not Validated,5
2014,Montgomery,6-Houston,Child Placing Agency/Branch,Not Validated,19
2014,Montgomery,6-Houston,Child Placing Agency/Branch,Validated,1
2014,Montgomery,6-Houston,General Residential Operation,Not Validated,7
2014,Montgomery,6-Houston,Residential Treatment Center,Not Validated,2
2014,Nacogdoches,5-Beaumont,Child Placing Agency/Branch,Not Validated,13
2014,Nacogdoches,5-Beaumont,Residential Treatment Center,Not Validated,1
2014,Navarro,3-Arlington,Child Placing Agency/Branch,Not Validated,3
2014,Nueces,11-Edinburg,Child Placing Agency/Branch,Not Validated,42
2014,Nueces,11-Edinburg,Child Placing Agency/Branch,Validated,4
2014,Nueces,11-Edinburg,General Residential Operation,Not Validated,5
2014,Oldham,1-Lubbock,General Residential Operation,Not Validated,5
2014,Oldham,1-Lubbock,General Residential Operation,Validated,1
2014,Potter,1-Lubbock,Child Placing Agency/Branch,Not Validated,14
2014,Potter,1-Lubbock,General Residential Operation,Not Validated,2
2014,Randall,1-Lubbock,Child Placing Agency/Branch,Not Validated,9
2014,Randall,1-Lubbock,General Residential Operation,Not Validated,13
2014,Randall,1-Lubbock,General Residential Operation,Validated,2
2014,San Patricio,11-Edinburg,General Residential Operation,Not Validated,5
2014,San Patricio,11-Edinburg,Residential Treatment Center,Not Validated,2
2014,San Saba,7-Austin,General Residential Operation,Not Validated,2
2014,Shelby,5-Beaumont,Child Placing Agency/Branch,Not Validated,14
2014,Smith,4-Tyler,Child Placing Agency/Branch,Not Validated,34
2014,Smith,4-Tyler,Child Placing Agency/Branch,Validated,3
2014,Smith,4-Tyler,General Residential Operation,Not Validated,13
2014,Smith,4-Tyler,Residential Treatment Center,Not Validated,36
2014,Smith,4-Tyler,Residential Treatment Center,Validated,1
2014,Tarrant,3-Arlington,Child Placing Agency/Branch,Not Validated,136
2014,Tarrant,3-Arlington,Child Placing Agency/Branch,Validated,11
2014,Tarrant,3-Arlington,General Residential Operation,Not Validated,12
2014,Taylor,2-Abilene,Child Placing Agency/Branch,Not Validated,15
2014,Taylor,2-Abilene,Child Placing Agency/Branch,Validated,1
2014,Taylor,2-Abilene,General Residential Operation,Not Validated,7
2014,Tom Green,9-Midland,Child Placing Agency/Branch,Not Validated,6
2014,Travis,7-Austin,Child Placing Agency/Branch,Not Validated,50
2014,Travis,7-Austin,Child Placing Agency/Branch,Validated,7
2014,Travis,7-Austin,General Residential Operation,Not Validated,12
2014,Travis,7-Austin,Residential Treatment Center,Not Validated,14
2014,Travis,7-Austin,Residential Treatment Center,Validated,1
2014,Tyler,5-Beaumont,General Residential Operation,Not Validated,1
2014,Tyler,5-Beaumont,Residential Treatment Center,Not Validated,7
2014,Val Verde,8-San Antonio,Child Placing Agency/Branch,Not Validated,2
2014,Victoria,8-San Antonio,Child Placing Agency/Branch,Not Validated,5
2014,Victoria,8-San Antonio,Residential Treatment Center,Not Validated,24
2014,Walker,6-Houston,General Residential Operation,Not Validated,9
2014,Walker,6-Houston,Residential Treatment Center,Not Validated,4
2014,Walker,6-Houston,Residential Treatment Center,Validated,1
2014,Webb,11-Edinburg,Child Placing Agency/Branch,Not Validated,13
2014,Wichita,2-Abilene,Child Placing Agency/Branch,Not Validated,8
2014,Williamson,7-Austin,Child Placing Agency/Branch,Not Validated,24
2014,Williamson,7-Austin,Child Placing Agency/Branch,Validated,1
2014,Williamson,7-Austin,General Residential Operation,Not Validated,3
2014,Williamson,7-Austin,Residential Treatment Center,Not Validated,7
2013,Angelina,5-Beaumont,Child Placing Agency/Branch,Not Validated,1
2013,Austin,6-Houston,Residential Treatment Center,Not Validated,24
2013,Bee,11-Edinburg,General Residential Operation,Not Validated,2
2013,Bell,7-Austin,Child Placing Agency/Branch,Not Validated,31
2013,Bell,7-Austin,Residential Treatment Center,Not Validated,2
2013,Bexar,8-San Antonio,Child Placing Agency/Branch,Not Validated,120
2013,Bexar,8-San Antonio,Child Placing Agency/Branch,Validated,5
2013,Bexar,8-San Antonio,General Residential Operation,Not Validated,37
2013,Bexar,8-San Antonio,General Residential Operation,Validated,1
2013,Bexar,8-San Antonio,Residential Treatment Center,Not Validated,88
2013,Bexar,8-San Antonio,Residential Treatment Center,Validated,1
2013,Brazoria,6-Houston,Child Placing Agency/Branch,Not Validated,10
2013,Brazoria,6-Houston,General Residential Operation,Not Validated,1
2013,Brazoria,6-Houston,Residential Treatment Center,Not Validated,7
2013,Brazos,7-Austin,Child Placing Agency/Branch,Not Validated,1
2013,Brazos,7-Austin,Child Placing Agency/Branch,Validated,1
2013,Brazos,7-Austin,General Residential Operation,Not Validated,2
2013,Brazos,7-Austin,Residential Treatment Center,Not Validated,8
2013,Brown,2-Abilene,Child Placing Agency/Branch,Not Validated,22
2013,Brown,2-Abilene,Child Placing Agency/Branch,Validated,1
2013,Caldwell,7-Austin,Residential Treatment Center,Not Validated,7
2013,Caldwell,7-Austin,Residential Treatment Center,Validated,1
2013,Cameron,11-Edinburg,Child Placing Agency/Branch,Not Validated,36
2013,Cameron,11-Edinburg,General Residential Operation,Not Validated,9
2013,Collin,3-Arlington,Child Placing Agency/Branch,Not Validated,10
2013,Collin,3-Arlington,General Residential Operation,Not Validated,2
2013,Comal,8-San Antonio,General Residential Operation,Not Validated,9
2013,Comal,8-San Antonio,Residential Treatment Center,Not Validated,14
2013,Comanche,2-Abilene,Child Placing Agency/Branch,Not Validated,5
2013,Coryell,7-Austin,Child Placing Agency/Branch,Not Validated,3
2013,Dallas,3-Arlington,Child Placing Agency/Branch,Not Validated,106
2013,Dallas,3-Arlington,Child Placing Agency/Branch,Validated,3
2013,Dallas,3-Arlington,General Residential Operation,Not Validated,3
2013,Dallas,3-Arlington,General Residential Operation,Validated,1
2013,Dallas,3-Arlington,Residential Treatment Center,Not Validated,21
2013,Dallas,3-Arlington,Unregulated Operation,Not Validated,1
2013,Denton,3-Arlington,Child Placing Agency/Branch,Not Validated,11
2013,Denton,3-Arlington,General Residential Operation,Not Validated,2
2013,Ector,9-Midland,Child Placing Agency/Branch,Not Validated,1
2013,Ellis,3-Arlington,Child Placing Agency/Branch,Not Validated,5
2013,Ellis,3-Arlington,General Residential Operation,Not Validated,1
2013,El Paso,10-El Paso,Child Placing Agency/Branch,Not Validated,14
2013,El Paso,10-El Paso,Child Placing Agency/Branch,Validated,1
2013,El Paso,10-El Paso,General Residential Operation,Not Validated,2
2013,Erath,3-Arlington,General Residential Operation,Not Validated,1
2013,Falls,7-Austin,Residential Treatment Center,Not Validated,12
2013,Fayette,7-Austin,Residential Treatment Center,Not Validated,2
2013,Fayette,7-Austin,Residential Treatment Center,Validated,1
2013,Fort Bend,6-Houston,Child Placing Agency/Branch,Not Validated,2
2013,Fort Bend,6-Houston,General Residential Operation,Not Validated,4
2013,Fort Bend,6-Houston,Residential Treatment Center,Not Validated,39
2013,Fort Bend,6-Houston,Residential Treatment Center,Validated,2
2013,Freestone,7-Austin,General Residential Operation,Validated,1
2013,Galveston,6-Houston,Residential Treatment Center,Not Validated,6
2013,Gonzales,8-San Antonio,Child Placing Agency/Branch,Not Validated,23
2013,Grayson,3-Arlington,General Residential Operation,Not Validated,1
2013,Gregg,4-Tyler,Child Placing Agency/Branch,Not Validated,5
2013,Guadalupe,8-San Antonio,Child Placing Agency/Branch,Not Validated,3
2013,Harris,6-Houston,Child Placing Agency/Branch,Not Validated,197
2013,Harris,6-Houston,Child Placing Agency/Branch,Validated,10
2013,Harris,6-Houston,General Residential Operation,Not Validated,32
2013,Harris,6-Houston,General Residential Operation,Validated,1
2013,Harris,6-Houston,Independent Foster Family/Group Home,Not Validated,2
2013,Harris,6-Houston,Residential Treatment Center,Not Validated,106
2013,Harris,6-Houston,Residential Treatment Center,Validated,4
2013,Harrison,4-Tyler,General Residential Operation,Not Validated,1
2013,Harrison,4-Tyler,Residential Treatment Center,Not Validated,1
2013,Hays,7-Austin,Child Placing Agency/Branch,Not Validated,11
2013,Hays,7-Austin,Residential Treatment Center,Not Validated,27
2013,Hays,7-Austin,Residential Treatment Center,Validated,3
2013,Hidalgo,11-Edinburg,Child Placing Agency/Branch,Not Validated,31
2013,Hidalgo,11-Edinburg,Child Placing Agency/Branch,Validated,1
2013,Hidalgo,11-Edinburg,General Residential Operation,Not Validated,3
2013,Hockley,1-Lubbock,Residential Treatment Center,Not Validated,48
2013,Hood,3-Arlington,Child Placing Agency/Branch,Not Validated,7
2013,Hopkins,4-Tyler,Child Placing Agency/Branch,Not Validated,3
2013,Hunt,3-Arlington,Residential Treatment Center,Not Validated,13
2013,Jeff Davis,10-El Paso,Residential Treatment Center,Not Validated,1
2013,Jefferson,5-Beaumont,Child Placing Agency/Branch,Not Validated,14
2013,Jefferson,5-Beaumont,General Residential Operation,Not Validated,1
2013,Kendall,8-San Antonio,Child Placing Agency/Branch,Not Validated,6
2013,Kendall,8-San Antonio,Child Placing Agency/Branch,Validated,2
2013,Kendall,8-San Antonio,General Residential Operation,Not Validated,1
2013,Kendall,8-San Antonio,Residential Treatment Center,Not Validated,2
2013,Kerr,8-San Antonio,Child Placing Agency/Branch,Not Validated,8
2013,Kerr,8-San Antonio,General Residential Operation,Not Validated,7
2013,Kerr,8-San Antonio,General Residential Operation,Validated,1
2013,Kerr,8-San Antonio,Residential Treatment Center,Not Validated,2
2013,Lampasas,7-Austin,General Residential Operation,Not Validated,12
2013,Lubbock,1-Lubbock,Child Placing Agency/Branch,Not Validated,33
2013,Lubbock,1-Lubbock,Child Placing Agency/Branch,Validated,1
2013,Lubbock,1-Lubbock,General Residential Operation,Not Validated,7
2013,Lubbock,1-Lubbock,Residential Treatment Center,Not Validated,21
2013,Lubbock,1-Lubbock,Residential Treatment Center,Validated,1
2013,Matagorda,6-Houston,Residential Treatment Center,Not Validated,1
2013,McLennan,7-Austin,Child Placing Agency/Branch,Not Validated,10
2013,McLennan,7-Austin,General Residential Operation,Not Validated,6
2013,McLennan,7-Austin,Residential Treatment Center,Not Validated,12
2013,Medina,8-San Antonio,Child Placing Agency/Branch,Not Validated,2
2013,Medina,8-San Antonio,General Residential Operation,Not Validated,2
2013,Midland,9-Midland,Child Placing Agency/Branch,Not Validated,2
2013,Midland,9-Midland,General Residential Operation,Not Validated,1
2013,Mills,7-Austin,Residential Treatment Center,Not Validated,3
2013,Montgomery,6-Houston,Child Placing Agency/Branch,Not Validated,12
2013,Montgomery,6-Houston,Child Placing Agency/Branch,Validated,1
2013,Montgomery,6-Houston,General Residential Operation,Not Validated,6
2013,Montgomery,6-Houston,Residential Treatment Center,Not Validated,1
2013,Nacogdoches,5-Beaumont,Child Placing Agency/Branch,Not Validated,1
2013,Nacogdoches,5-Beaumont,Residential Treatment Center,Not Validated,3
2013,Navarro,3-Arlington,Child Placing Agency/Branch,Not Validated,1
2013,Navarro,3-Arlington,Residential Treatment Center,Not Validated,1
2013,Nueces,11-Edinburg,Child Placing Agency/Branch,Not Validated,36
2013,Nueces,11-Edinburg,Child Placing Agency/Branch,Validated,2
2013,Nueces,11-Edinburg,General Residential Operation,Not Validated,3
2013,Oldham,1-Lubbock,General Residential Operation,Not Validated,8
2013,Potter,1-Lubbock,Child Placing Agency/Branch,Not Validated,14
2013,Potter,1-Lubbock,General Residential Operation,Not Validated,1
2013,Randall,1-Lubbock,Child Placing Agency/Branch,Not Validated,6
2013,Randall,1-Lubbock,General Residential Operation,Not Validated,5
2013,San Patricio,11-Edinburg,General Residential Operation,Not Validated,7
2013,San Patricio,11-Edinburg,General Residential Operation,Validated,1
2013,San Patricio,11-Edinburg,Residential Treatment Center,Not Validated,1
2013,Shelby,5-Beaumont,Child Placing Agency/Branch,Not Validated,2
2013,Smith,4-Tyler,Child Placing Agency/Branch,Not Validated,27
2013,Smith,4-Tyler,Child Placing Agency/Branch,Validated,1
2013,Smith,4-Tyler,General Residential Operation,Not Validated,10
2013,Smith,4-Tyler,Residential Treatment Center,Not Validated,12
2013,Smith,4-Tyler,Residential Treatment Center,Validated,1
2013,Tarrant,3-Arlington,Child Placing Agency/Branch,Not Validated,170
2013,Tarrant,3-Arlington,Child Placing Agency/Branch,Validated,6
2013,Tarrant,3-Arlington,General Residential Operation,Not Validated,11
2013,Taylor,2-Abilene,Child Placing Agency/Branch,Not Validated,11
2013,Taylor,2-Abilene,General Residential Operation,Not Validated,7
2013,Tom Green,9-Midland,Child Placing Agency/Branch,Not Validated,5
2013,Travis,7-Austin,Child Placing Agency/Branch,Not Validated,57
2013,Travis,7-Austin,Child Placing Agency/Branch,Validated,3
2013,Travis,7-Austin,General Residential Operation,Not Validated,11
2013,Travis,7-Austin,General Residential Operation,Validated,1
2013,Travis,7-Austin,Residential Treatment Center,Not Validated,13
2013,Tyler,5-Beaumont,Residential Treatment Center,Not Validated,3
2013,Val Verde,8-San Antonio,Child Placing Agency/Branch,Not Validated,2
2013,Victoria,8-San Antonio,Child Placing Agency/Branch,Not Validated,4
2013,Victoria,8-San Antonio,Child Placing Agency/Branch,Validated,1
2013,Victoria,8-San Antonio,Residential Treatment Center,Not Validated,22
2013,Victoria,8-San Antonio,Residential Treatment Center,Validated,1
2013,Walker,6-Houston,General Residential Operation,Not Validated,8
2013,Walker,6-Houston,Residential Treatment Center,Not Validated,2
2013,Webb,11-Edinburg,Child Placing Agency/Branch,Not Validated,7
2013,Webb,11-Edinburg,General Residential Operation,Not Validated,1
2013,Wichita,2-Abilene,Child Placing Agency/Branch,Not Validated,4
2013,Wichita,2-Abilene,General Residential Operation,Not Validated,1
2013,Williamson,7-Austin,Child Placing Agency/Branch,Not Validated,34
2013,Williamson,7-Austin,General Residential Operation,Not Validated,6
2013,Williamson,7-Austin,Residential Treatment Center,Not Validated,2
2012,Anderson,4-Tyler,Child Placing Agency/Branch,Not Validated,1
2012,Angelina,5-Beaumont,Child Placing Agency/Branch,Not Validated,2
2012,Aransas,11-Edinburg,Child Placing Agency/Branch,Not Validated,1
2012,Atascosa,8-San Antonio,Child Placing Agency/Branch,Not Validated,2
2012,Austin,6-Houston,Child Placing Agency/Branch,Not Validated,4
2012,Austin,6-Houston,Residential Treatment Center,Not Validated,25
2012,Austin,6-Houston,Residential Treatment Center,Validated,1
2012,Bailey,1-Lubbock,Child Placing Agency/Branch,Not Validated,1
2012,Bandera,8-San Antonio,General Residential Operation,Not Validated,1
2012,Bee,11-Edinburg,Child Placing Agency/Branch,Not Validated,1
2012,Bee,11-Edinburg,General Residential Operation,Not Validated,2
2012,Bell,7-Austin,Child Placing Agency/Branch,Not Validated,14
2012,Bell,7-Austin,General Residential Operation,Not Validated,1
2012,Bell,7-Austin,Residential Treatment Center,Not Validated,2
2012,Bexar,8-San Antonio,Agency Home,Not Validated,11
2012,Bexar,8-San Antonio,Child Placing Agency/Branch,Not Validated,139
2012,Bexar,8-San Antonio,Child Placing Agency/Branch,Validated,7
2012,Bexar,8-San Antonio,General Residential Operation,Not Validated,44
2012,Bexar,8-San Antonio,General Residential Operation,Validated,2
2012,Bexar,8-San Antonio,Residential Treatment Center,Not Validated,71
2012,Bexar,8-San Antonio,Residential Treatment Center,Validated,1
2012,Bowie,4-Tyler,Agency Home,Validated,1
2012,Brazoria,6-Houston,Agency Home,Not Validated,1
2012,Brazoria,6-Houston,Child Placing Agency/Branch,Not Validated,2
2012,Brazoria,6-Houston,General Residential Operation,Not Validated,3
2012,Brazoria,6-Houston,Residential Treatment Center,Not Validated,10
2012,Brazoria,6-Houston,Residential Treatment Center,Validated,1
2012,Brazoria,6-Houston,Unregulated Operation,Not Validated,1
2012,Brazos,7-Austin,Child Placing Agency/Branch,Not Validated,1
2012,Brazos,7-Austin,Residential Treatment Center,Not Validated,6
2012,Brown,2-Abilene,Agency Home,Not Validated,2
2012,Brown,2-Abilene,Child Placing Agency/Branch,Not Validated,22
2012,Brown,2-Abilene,General Residential Operation,Not Validated,2
2012,Caldwell,7-Austin,Residential Treatment Center,Not Validated,6
2012,Callahan,2-Abilene,Child Placing Agency/Branch,Not Validated,3
2012,Cameron,11-Edinburg,Child Placing Agency/Branch,Not Validated,15
2012,Cameron,11-Edinburg,Child Placing Agency/Branch,Validated,2
2012,Cameron,11-Edinburg,General Residential Operation,Not Validated,7
2012,Cameron,11-Edinburg,General Residential Operation,Validated,2
2012,Castro,1-Lubbock,Agency Home,Not Validated,1
2012,Castro,1-Lubbock,Child Placing Agency/Branch,Validated,1
2012,Cherokee,4-Tyler,Child Placing Agency/Branch,Not Validated,3
2012,Coleman,2-Abilene,Agency Home,Not Validated,2
2012,Collin,3-Arlington,Child Placing Agency/Branch,Not Validated,6
2012,Collin,3-Arlington,Child Placing Agency/Branch,Validated,2
2012,Comal,8-San Antonio,Child Placing Agency/Branch,Not Validated,3
2012,Comal,8-San Antonio,General Residential Operation,Not Validated,3
2012,Comal,8-San Antonio,Residential Treatment Center,Not Validated,13
2012,Comal,8-San Antonio,Residential Treatment Center,Validated,1
2012,Comanche,2-Abilene,Child Placing Agency/Branch,Not Validated,5
2012,Comanche,2-Abilene,Child Placing Agency/Branch,Validated,1
2012,Comanche,2-Abilene,Exemption Request,Not Validated,2
2012,Dallas,3-Arlington,Agency Home,Not Validated,1
2012,Dallas,3-Arlington,Child Placing Agency/Branch,Not Validated,86
2012,Dallas,3-Arlington,Child Placing Agency/Branch,Validated,6
2012,Dallas,3-Arlington,General Residential Operation,Not Validated,4
2012,Dallas,3-Arlington,Residential Treatment Center,Not Validated,10
2012,Dallas,3-Arlington,Residential Treatment Center,Validated,2
2012,Delta,4-Tyler,Child Placing Agency/Branch,Not Validated,1
2012,Denton,3-Arlington,Child Placing Agency/Branch,Not Validated,19
2012,Denton,3-Arlington,Child Placing Agency/Branch,Validated,1
2012,Denton,3-Arlington,General Residential Operation,Not Validated,4
2012,Denton,3-Arlington,Residential Treatment Center,Not Validated,3
2012,Denton,3-Arlington,Residential Treatment Center,Validated,2
2012,Eastland,2-Abilene,Child Placing Agency/Branch,Not Validated,2
2012,Ector,9-Midland,Child Placing Agency/Branch,Not Validated,5
2012,Edwards,8-San Antonio,Child Placing Agency/Branch,Not Validated,1
2012,Ellis,3-Arlington,Child Placing Agency/Branch,Not Validated,17
2012,Ellis,3-Arlington,Child Placing Agency/Branch,Validated,1
2012,Ellis,3-Arlington,General Residential Operation,Not Validated,2
2012,El Paso,10-El Paso,Child Placing Agency/Branch,Not Validated,32
2012,El Paso,10-El Paso,Child Placing Agency/Branch,Validated,1
2012,El Paso,10-El Paso,General Residential Operation,Not Validated,3
2012,Erath,3-Arlington,General Residential Operation,Not Validated,2
2012,Erath,3-Arlington,General Residential Operation,Validated,1
2012,Falls,7-Austin,Residential Treatment Center,Not Validated,6
2012,Fayette,7-Austin,Residential Treatment Center,Not Validated,1
2012,Fort Bend,6-Houston,Agency Home,Not Validated,3
2012,Fort Bend,6-Houston,Child Placing Agency/Branch,Not Validated,19
2012,Fort Bend,6-Houston,Child Placing Agency/Branch,Validated,1
2012,Fort Bend,6-Houston,Residential Treatment Center,Not Validated,42
2012,Fort Bend,6-Houston,Residential Treatment Center,Validated,1
2012,Freestone,7-Austin,Child Placing Agency/Branch,Not Validated,1
2012,Galveston,6-Houston,Child Placing Agency/Branch,Not Validated,2
2012,Galveston,6-Houston,Residential Treatment Center,Not Validated,6
2012,Galveston,6-Houston,Residential Treatment Center,Validated,1
2012,Goliad,8-San Antonio,Child Placing Agency/Branch,Not Validated,1
2012,Gonzales,8-San Antonio,Agency Home,Not Validated,1
2012,Gonzales,8-San Antonio,Child Placing Agency/Branch,Not Validated,1
2012,Grayson,3-Arlington,General Residential Operation,Not Validated,2
2012,Gregg,4-Tyler,Child Placing Agency/Branch,Not Validated,1
2012,Guadalupe,8-San Antonio,Agency Home,Not Validated,1
2012,Guadalupe,8-San Antonio,General Residential Operation,Not Validated,6
2012,Hardin,5-Beaumont,Child Placing Agency/Branch,Not Validated,1
2012,Harris,6-Houston,Agency Home,Not Validated,7
2012,Harris,6-Houston,Child Placing Agency/Branch,Not Validated,188
2012,Harris,6-Houston,Child Placing Agency/Branch,Validated,7
2012,Harris,6-Houston,General Residential Operation,Not Validated,21
2012,Harris,6-Houston,Independent Foster Family/Group Home,Not Validated,2
2012,Harris,6-Houston,Residential Treatment Center,Not Validated,83
2012,Harris,6-Houston,Residential Treatment Center,Validated,2
2012,Harris,6-Houston,Unregulated Operation,Not Validated,1
2012,Harrison,4-Tyler,General Residential Operation,Not Validated,2
2012,Harrison,4-Tyler,General Residential Operation,Validated,1
2012,Harrison,4-Tyler,Residential Treatment Center,Not Validated,1
2012,Hays,7-Austin,Agency Home,Not Validated,1
2012,Hays,7-Austin,Child Placing Agency/Branch,Not Validated,2
2012,Hays,7-Austin,Residential Treatment Center,Not Validated,42
2012,Hays,7-Austin,Residential Treatment Center,Validated,3
2012,Henderson,4-Tyler,Child Placing Agency/Branch,Not Validated,3
2012,Hidalgo,11-Edinburg,Child Placing Agency/Branch,Not Validated,36
2012,Hidalgo,11-Edinburg,Child Placing Agency/Branch,Validated,2
2012,Hidalgo,11-Edinburg,General Residential Operation,Not Validated,2
2012,Hill,7-Austin,Child Placing Agency/Branch,Not Validated,1
2012,Hill,7-Austin,General Residential Operation,Not Validated,1
2012,Hockley,1-Lubbock,Child Placing Agency/Branch,Not Validated,2
2012,Hockley,1-Lubbock,Residential Treatment Center,Not Validated,33
2012,Hockley,1-Lubbock,Residential Treatment Center,Validated,1
2012,Hood,3-Arlington,Child Placing Agency/Branch,Not Validated,1
2012,Hopkins,4-Tyler,Child Placing Agency/Branch,Not Validated,3
2012,Hunt,3-Arlington,Child Placing Agency/Branch,Not Validated,1
