DistName,n_schools,n_students,st_pct_black,st_pct_hisp,st_pct_white,st_pct_native,st_pct_asian,st_pct_pac,st_pct_mult,st_pct_ecodis,st_pct_englishlearners,st_pct_speced,st_pct_bilingual,st_pct_careertech,st_pct_gifted,attendance_rate,ann_dropout_rate,ann_grad_count_1819,avg_sat_1819,avg_act_1819,tot_staff_fte,tot_teach_fte,staff_pct_centraladmin,staff_pct_schooladmin,staff_pct_profsupport,staff_pct_teach,staff_pct_educaides,staff_pct_aux,avg_salary_central,avg_salary_school,avg_salary_prof,avg_salary_teach,staff_pct_minority,stud_teach_ratio,teach_pct_5underexp,teach_avgexp,teach_pct_advdegrees,teach_turnover_rate,teach_pct_black,teach_pct_hisp,teach_pct_white,teach_pct_native,teach_pct_asian,teach_pct_pac,teach_pct_mult,teach_pct_reged,teach_pct_speced,teach_pct_compeduc,teach_pct_esl,taxable_value_per_student_17,local_tax_rate_18,tot_operating_reevenue,rev_pct_state,rev_pct_local,rev_pct_fed,tot_other_rev,fund_balance,net_assets_charter,tot_expend_1819,tot_opexpend_per_student,,exp_pct_basiced,exp_pect_speced,exp_pct_state,exp_pct_esl,exp_pct_cartecheduc,exp_pct_gifted,exp_pct_athletics,exp_pct_hsallotment,exp_pct_kinder,exp_pct_na,district_size,community_type,property_wealth,tax_rate
BUENA VISTA ISD,1,253,3.6,74.7,21.3,0,0,0,0.4,47.8,12.6,4.7,12.6,44.3,9.1,95.9,0,18,942,-1,33.6,19.5,3,6,0.3,58,8.9,23.8,102500,74581,74163,51097,70.2,13,48.6,7.7,18.9,16.4,4.7,41.1,46.2,0,8,0,0,78.1,0,6.5,0,1081371,1.04,4335017,14.6,81.4,4.1,277358,6122336,0,3320835,10797,47.6,34.3,5.2,9,0.3,4.5,0.2,5.3,0.7,1.3,39.2,Under 500,Rural,"$847,341 and over",Under $1.1701
FORT STOCKTON ISD,5,2449,1,87.7,10,0.2,0.7,0,0.4,68.8,12.7,8.7,11.9,35.5,2.7,92,1.9,154,986,19.4,368.3,169.8,1.6,2.6,6.6,46.1,13.5,29.6,106087,88234,65982,53083,72,14.4,48.1,10.6,22.6,23.3,0.6,55.5,42.8,0,0.6,0,0.6,75,4.3,5.6,2.3,536702,1.235,34112665,23.8,67.9,8.3,4435562,20472617,0,33858440,11114,49.4,39.5,7.1,11,0.6,3.2,0.3,4,1,0.2,33.1,"1,600 to 2,999",Non-metropolitan Stable,"$530,196 to < $559,445",$1.1701 to under $1.3141
IRAAN-SHEFFIELD ISD,2,383,0.5,70.8,26.6,0.5,1,0,0.5,52,12.5,7.6,12.5,26.1,3.4,94.9,0,35,978,18.9,62.3,23.7,3.2,3.4,5.9,38,13.8,35.7,107500,87281,64066,56062,39.3,16.2,27.2,10.7,3.9,63.8,0,11.1,88.9,0,0,0,0,82.8,5.1,3.7,0,2408663,1.17,8957674,11.8,84.3,3.9,1505685,2151350,0,9841126,17676,44.4,37.4,5.2,4.7,0.8,3.8,0.5,4.2,0,2.4,41,Under 500,Rural,"$847,341 and over",Under $1.1701
BIG SANDY ISD,1,503,0.6,7.8,65.4,22.3,0.6,0,3.4,49.9,0,13.3,0,35.4,7.8,96,0,34,1114,17.6,78.7,40.8,1.3,4,3.2,51.8,11.9,27.8,134250,73424,64208,59152,11.4,12.3,12.3,18.1,15.2,9.6,0,4.9,92.6,2.5,0,0,0,80.1,6.6,0,0,521392,1.269,6728202,33.8,53,13.3,271970,8457284,0,6579777,11762,55.1,39.6,10.5,7.3,0,6,0.4,3.3,0.7,3,29.3,500 to 999,Rural,"$483,611 to < $530,196",$1.1701 to under $1.3141
GOODRICH ISD,3,259,10.8,45.2,42.5,0,0,0,1.5,83.4,19.7,10.4,18.9,47.1,0.4,95.3,0,12,-1,-1,47.4,20.2,4.2,2.2,3.5,42.5,24.3,23.2,82067,78114,66473,47945,39.1,12.8,45.7,12,19,50,5,9.9,85.1,0,0,0,0,69.7,7.9,5,1,447461,1.33,3627558,45.5,39.7,14.9,181299,2181489,0,3798011,12666,47.8,34.6,4.7,14.7,0.6,4.7,0.1,2.5,0.5,0.7,37.1,Under 500,Rural,"$407,429 to < $450,515",$1.3141 to under $1.4301
CORRIGAN-CAMDEN ISD,3,820,24.9,38.7,32.3,0.1,0.7,0,3.3,72.2,11.5,9.6,10.7,36.7,9.6,96.6,0.4,53,948,18.7,153.1,70.6,1.6,3.4,7.1,46.1,16,25.7,93178,73242,62033,55353,31.7,11.6,36,13.2,15.6,21.9,5.7,6.4,85.1,1.4,0,0,1.4,75.8,5.5,5.8,0,463160,1.18,14426267,33.4,50.5,16.1,1375758,2345051,0,12606770,13922,50.6,34.6,16.3,9.8,0.4,4.7,0.2,3.4,0.6,1.1,29,500 to 999,Rural,"$450,515 to < $472,586",$1.1701 to under $1.3141
LEGGETT ISD,2,195,11.3,20.5,65.1,0.5,0,0,2.6,85.6,4.1,10.3,4.1,36.9,4.6,95.6,0,10,-1,-1,31.8,16.8,1,2.1,0,52.9,12.6,31.4,100942,100942,.,45922,18.3,11.6,46.6,9.1,23.8,35.3,5,0,95,0,0,0,0,83.4,5.9,0,0,568592,1.18,2334758,39.4,46.3,14.3,153764,1031957,0,4198000,12048,53.8,38.8,5.9,13.6,0.6,5.2,0.2,1.7,0.6,0,33.3,Under 500,Rural,"$559,445 to < $636,179",$1.1701 to under $1.3141
LIVINGSTON ISD,7,3970,9.8,25.3,60.4,0.3,0.7,0.1,3.4,55,9.7,11.2,9.4,32.4,3.9,96.2,1.8,267,965,19,526,266.5,1.7,3.9,7,50.7,13.7,23,97950,73915,60573,54410,13.4,14.9,32.2,11.7,14.3,23.7,3.8,4.9,90.6,0,0,0,0.8,75,10.1,5,2.4,392053,1.39,48782966,39,44.5,16.5,3781129,14668892,0,46559580,10071,54.9,38,12.2,9.1,0.8,4.6,0.2,2.8,0.7,2.4,29.2,"3,000 to 4,999",Independent Town,"$382,055 to < $407,429",$1.3141 to under $1.4301
ONALASKA ISD,2,1143,2.4,9.4,84.3,0.6,1.2,0,2.1,73.8,1.6,12.5,1.6,33.2,3.8,96,0,58,980,-1,179.1,83.8,2.2,3.7,4.2,46.8,18.9,24.1,96851,70309,74357,54160,11.1,13.6,35.8,10.9,20.2,26.1,1.2,3.5,91.7,1.2,2.4,0,0,82.9,8.9,0,0,482322,1.249,14350332,39.1,48.9,12,1111935,4882654,0,13347462,10717,56.5,42.3,8.4,11.6,0.1,4.7,0.1,1.8,0.6,1.1,29.4,"1,000 to 1,599",Non-metropolitan Fast Growing,"$472,586 to < $483,611",$1.1701 to under $1.3141
AMARILLO ISD,55,32232,10.5,46.3,34.3,0.4,5.3,0.1,3,68.1,15.5,12.6,15.6,29.6,5.8,94.8,1.6,1883,962,23.8,4220.8,2223.2,0.7,2.6,10,52.7,11.4,22.8,112424,91861,66335,57403,28.9,14.5,29.1,12.1,16.5,12.8,2.2,15.5,80.2,0.4,0.9,0,0.9,64.8,10.5,8.5,5.3,263063,1.239,356615549,51.1,35.1,13.9,49349227,111756652,0,353208756,9419,60.6,49,12.7,9.4,1.2,2.9,0.2,1.7,1.1,1.5,20.3,"25,000 to 49,999",Other Central City,"$225,013 to < $266,163",$1.1701 to under $1.3141
RIVER ROAD ISD,4,1324,1.1,28.9,65.3,0.7,0.5,0.1,3.5,62.2,3.2,14.4,2.9,31.8,4.8,94.7,0.5,81,1070,19.1,228.4,108,1.3,2.7,5.6,47.3,16.6,26.5,97970,73727,57483,48478,16.8,12.3,51.8,9.1,5.6,32.2,1.9,10.2,86.1,0.9,0.9,0,0,83.7,4.6,3.7,0,189255,1.35,15299553,61.3,25.1,13.6,1120682,5766466,0,15347227,10273,50.8,36.8,11.2,6.4,0.1,3.7,0.2,5.8,2.2,1.8,31.8,"1,000 to 1,599",Other Central City Suburban,"$178,741 to < $225,013",$1.3141 to under $1.4301
HIGHLAND PARK ISD,3,917,2.7,41.7,45.8,0.7,6,0,3.2,59.3,7.1,13.8,8.9,26.6,1.7,95.4,0,35,1084,21.2,123,67,1.6,4,7.4,54.5,15.2,17.3,107000,73611,58975,54745,15.6,13.7,32.9,11.6,32.8,10.9,0,11.8,85.3,0,0,0,3,82.5,7.9,1.5,0,1371640,1.186,12606269,6.6,81.7,11.7,1946383,3516673,0,12877002,10303,59.6,38,11.7,9.5,2.2,5.1,0.4,3.5,1.7,1,27,500 to 999,Non-metropolitan Stable,"$847,341 and over",$1.1701 to under $1.3141
BUSHLAND ISD,3,1429,0.9,15.7,79.9,0.3,0.3,0,2.9,20.2,0.9,13.2,0.9,38.3,8.5,95.8,0,113,1175,22.4,197.7,121.6,1.8,2.1,4.9,61.5,10.3,19.4,101329,75225,58069,53100,8.3,11.8,21.7,14.1,17.2,14,0,4.7,94.5,0,0,0,0.8,73.9,8.7,0.8,0.3,893443,1.234,16716886,10.1,84.5,5.4,2694446,3781872,0,17626818,10043,59.4,50.2,12.2,3.1,0,4.7,0.2,4,1.5,0.5,23.7,"1,000 to 1,599",Other Central City Suburban,"$847,341 and over",$1.1701 to under $1.3141
MARFA ISD,1,328,2.4,83.2,12.5,0,0.6,0,1.2,82,25.3,8.8,19.5,28,0.9,93.9,1,21,.,18,59.6,31.5,1.7,3.4,3.7,52.8,13.4,25.1,97500,71560,40325,47140,64.8,10.4,41.3,10.4,39.6,15.7,0,44.5,52.3,0,0,0,3.2,82.4,6.6,0,4.7,1039711,1.17,5753495,7.9,82.8,9.4,601203,1720685,0,5259014,12846,51.2,38.7,5.6,10,4.7,3.4,0,3.5,1.4,1.6,31.2,Under 500,Rural,"$847,341 and over",Under $1.1701
PRESIDIO ISD,3,1170,0,97.7,0.5,0.1,1.5,0,0.2,95.1,53.5,6.3,53.2,28.9,11.4,94.5,1.6,98,994,17.4,226.3,86.6,1.3,1.4,4.4,38.3,16.2,38.4,97641,82947,68542,47872,94.7,13.5,41.3,10.2,21.4,24.5,0,64.2,9.2,0,26.5,0,0,83.3,3.9,0,4.3,140635,1.36,16921137,70.8,16.4,12.8,1050001,7426244,0,16581867,13232,49.8,35.9,6.2,10.5,2.1,3.5,0.2,4.2,0.9,1.8,34.7,"1,000 to 1,599",Non-metropolitan Stable,"$131,514 to < $178,741",$1.3141 to under $1.4301
RAINS ISD,4,1723,2.7,17.6,76,0.6,0.4,0.1,2.7,62.6,6.8,13.3,6.5,27,7.8,95.1,2.6,99,1103,21.4,282.4,123.8,1.4,2.1,7.9,43.8,17.6,27.1,93786,80715,57182,48166,11,13.9,31.8,12.2,14.5,23.1,3.5,3.2,90,1.6,0,0,1.6,69.8,11.7,7.3,1.3,316068,1.23,18256159,47.4,40.5,12.2,1173153,2542317,0,18077859,9593,54.1,36.4,15.3,9.5,0.4,3.9,0.3,4.4,1.4,0.6,27.9,"1,600 to 2,999",Non-metropolitan Stable,"$288,727 to < $317,442",$1.1701 to under $1.3141
CANYON ISD,17,10344,2.8,26.2,66.6,0.6,1.6,0.1,2.2,31.3,2,11.8,2,26.6,3.4,95.7,0.7,698,1191,19.5,1192.4,634.8,1,3.2,8.4,53.2,10.2,23.9,112178,73833,63054,55796,13.3,16.3,48,9,22,14.7,0,10,88.4,0.8,0.2,0.2,0.5,75.7,8.9,4.1,0.5,452397,1.265,97323816,26.6,66,7.4,11633636,34059002,0,114165092,7923,59.4,52.8,11.7,4.6,0.1,2.8,0.3,2.6,1.4,0,23.7,"10,000 to 24,999",Other Central City,"$450,515 to < $472,586",$1.1701 to under $1.3141
REAGAN COUNTY ISD,3,904,0.3,83.7,14.3,0.1,0.8,0,0.8,60.6,14.6,10,14.4,32.6,4.1,94.8,1.9,45,1030,18.1,164.5,84.3,3.4,3,7.6,51.2,14.9,19.9,89594,76340,64729,53155,45.5,10.7,38.3,10,16.1,23.8,0,35.6,64.4,0,0,0,0,71.3,7.4,9.1,2.8,2456059,1.27,20419209,3.7,90.9,5.3,4130267,13091172,0,19375489,14647,49.2,35.6,8.5,11.2,0.7,3.4,1,6.6,0.6,1.1,31.4,500 to 999,Other Central City Suburban,"$847,341 and over",$1.1701 to under $1.3141
BIG SPRINGS CHARTER SCHOOL,2,223,1.8,51.1,43.9,0.4,0,0,2.7,85.2,4.5,47.5,4.5,34.1,0,86.8,11.1,17,842,16.3,57.3,21.4,3.5,4.5,5.4,37.2,18,31.4,91344,61440,50968,43640,38,10.4,59.4,7.9,8.5,22.2,4.7,22.5,66.5,0,4.7,0,1.6,67,29.6,0,0,0,0,3947376,92.1,0.3,7.6,0,0,673936,3749904,16519,48.1,12.4,42.4,7.5,0.2,1.5,0,0.8,0.3,0,34.9,Under 500,Charters,Non-taxing entities,Non-taxing entities
LEAKEY ISD,1,284,1.4,37,58.5,0,0,0,3.2,68.7,6.7,14.4,6.3,48.6,5.3,94,2.3,16,-1,22.5,51.2,24.7,3.9,3,7,48.3,0,37.7,77525,71133,35462,48776,23.4,11.5,28.3,14.9,32.1,36.6,8.1,8.1,83.8,0,0,0,0,88.2,4.6,0,0,1080280,1.2,4488815,8.8,81.4,9.8,583430,1153503,0,5020505,12782,51.7,35.6,8.4,9.9,1.5,3.6,0.5,0,0.6,0.9,39,Under 500,Rural,"$847,341 and over",$1.1701 to under $1.3141
AVERY ISD,2,323,0.9,10.5,78.9,1.9,0,0,7.7,61.9,2.5,13,2.5,33.1,6.2,95.8,2.9,28,-1,21.4,65,33.5,3.1,3.1,3.1,51.5,13.8,25.4,88400,73211,57370,50003,6.2,9.6,29.9,14.6,6,11.8,0,0,100,0,0,0,0,64.4,8.1,9,0,146335,1.17,4377601,73.5,18.7,7.9,43560,1282833,0,4473732,12732,53.2,44.6,4.6,6.1,0.1,6.1,0.3,2.9,0.6,1.3,33.5,Under 500,Rural,"$131,514 to < $178,741",Under $1.1701
RIVERCREST ISD,3,717,3.6,16.3,73.6,0.3,0.3,0,5.9,60.5,5.7,9.3,5.4,26.8,9.1,95.9,0,50,1220,19.9,115.7,65.5,1.7,3.1,3.6,56.6,12.9,22,91250,69305,53791,50203,7.8,11,26,15.2,10.7,8.7,1.5,1.5,95.4,0,1.5,0,0,80.3,5.6,3.1,0.1,261013,1.32,9068146,58.7,33.6,7.7,458754,3208849,0,8366325,10125,55.8,45.7,4.7,7.6,0.2,5.9,0.3,4.2,1,1.5,28.9,500 to 999,Rural,"$225,013 to < $266,163",$1.3141 to under $1.4301
CLARKSVILLE ISD,2,528,49.4,21.6,19.5,0.2,0,0,9.3,91.9,8.7,10.6,8.7,31.1,6.6,94,1.3,34,-1,16.7,105.6,40.7,2.8,3.2,4.1,38.6,20.4,31,80899,77638,61997,47814,48.8,13,42,11,37.4,29.4,27.3,2.5,70.2,0,0,0,0,64.7,7.6,15.6,1.4,390358,1.04,7221348,50.2,32.9,16.9,16750,2586415,0,7134221,12623,48.9,27,11.6,13.8,0.3,3.6,0.3,4.3,0.6,0.9,37.7,500 to 999,Rural,"$382,055 to < $407,429",Under $1.1701
DETROIT ISD,3,522,5.7,4.6,84.7,1.7,0.2,0,3.1,64.2,0.8,12.8,0.8,34.1,7.9,95.6,0,40,.,19.7,136.5,51.9,2.2,2.2,9.7,38,28.2,19.6,88151,73185,55026,49177,9.5,10.1,26.9,14.8,9.6,11.4,1.9,0,98.1,0,0,0,0,68.5,12.5,3.9,0,118361,1.382,8693729,58,20.6,21.4,506489,2327229,0,8363235,14414,63.6,30,16.7,23.7,0,3.5,0.2,3.7,0.6,0,21.6,500 to 999,Rural,"Under $131,514",$1.3141 to under $1.4301
PECOS-BARSTOW-TOYAH ISD,5,2879,0.9,91.1,6.6,0.2,0.9,0,0.2,66.2,15.1,10.5,12.9,22.6,4.4,93.3,3.4,126,935,25,394.4,174.6,1.5,2.1,4.6,44.3,18.4,29.1,116963,90345,71830,61804,75.5,16.5,44.4,11.5,24.3,29.3,7.2,52.5,36.2,0,2.9,0,1.1,79.4,8.2,1.5,3.2,1851452,1.125,102061373,2.3,95.1,2.6,10917367,38158596,0,34547220,11795,48,32.4,11.2,8,0.3,2.6,1.4,3.8,1.2,0.8,38.2,"1,600 to 2,999",Non-metropolitan Stable,"$847,341 and over",Under $1.1701
BALMORHEA ISD,1,157,0.6,85.4,14,0,0,0,0,87.3,8.3,9.6,7.6,38.2,1.3,95.1,0,14,918,-1,38.3,19.5,5.2,2.6,1.2,50.8,13.1,27.1,87740,86600,78040,57886,73.9,8.1,20.6,20.3,33.6,18.1,5.1,58.9,36,0,0,0,0,75.4,5.1,3.2,0,246099,1.2,4990953,50,43.2,6.7,183282,2581501,0,3794559,17063,48.6,32.7,5.5,11.9,0.2,4.9,0.1,3.6,1.3,0.4,39.5,Under 500,Rural,"$225,013 to < $266,163",$1.1701 to under $1.3141
AUSTWELL-TIVOLI ISD,2,138,0.7,78.3,21,0,0,0,0,41.3,4.3,20.3,4.3,23.9,6.5,95.6,2.5,13,1037,-1,35.6,17.5,2.8,0.1,3.5,49.2,13.6,30.9,73000,64385,56801,53950,70.8,7.9,25.5,12.9,35,34.9,0,58.9,41.1,0,0,0,0,82.8,16.6,0,0,1715952,1.61,3490968,21.9,68.7,9.4,1003917,1154857,0,3670757,16172,47.3,37,7.3,10.8,0,1.5,0.1,2.6,1.7,0,39,Under 500,Rural,"$847,341 and over",$1.4301 and over
WOODSBORO ISD,2,462,3.2,52.6,43.1,0,0.6,0,0.4,59.7,0.2,15.6,0.2,29.4,11,96.7,0,44,1027,19.4,89.5,39.3,1.1,3.5,3.4,43.9,26.8,21.2,107590,69017,55361,51972,35.2,11.8,35.2,14.1,12.6,26.7,1.3,12.7,83.5,0,0,0,2.5,84.6,7.9,0,0,631271,1.515,10680438,46.5,40.1,13.4,1742060,4489046,0,8877084,15095,51.7,34.7,9.3,10.9,0,3,0.1,4.1,0.5,1.9,35.5,Under 500,Rural,"$559,445 to < $636,179",$1.4301 and over
REFUGIO ISD,3,695,9.2,67.5,21.7,0.3,0.1,0,1.2,67.5,5.2,12.1,5.2,24.3,2.4,94.8,0.5,47,996,17.6,144.5,66.1,2.1,2.1,12.6,45.7,12.2,25.3,99685,74506,55643,47351,48.6,10.5,26.2,14.7,19.1,11.9,1.6,28.6,68.3,0,1.4,0,0,92.9,2.2,0,0,519136,1.49,24788068,71.8,19.4,8.9,1140036,5119394,0,17010860,15263,51,33.8,29.7,8.1,0.1,1.2,0.2,4.5,0.6,0.5,21.4,500 to 999,Rural,"$483,611 to < $530,196",$1.4301 and over
MIAMI ISD,1,190,0,13.2,86.3,0.5,0,0,0,28.9,0,6.8,0,44.7,8.4,96.4,0,20,-1,21.6,35.3,22.5,2.8,1.9,0.3,63.8,2.8,28.4,93585,83232,47517,46790,5.5,8.5,41.1,10.3,31.8,21.2,0,0,100,0,0,0,0,74.5,4.4,9.3,0,2171222,1.47,6213708,15.6,81,3.4,2800563,4514881,0,5874845,13243,49.8,45.9,2,5.1,0,3.4,0.3,5.5,0.7,1.4,35.7,Under 500,Rural,"$847,341 and over",$1.4301 and over
BREMOND ISD,3,498,11.2,13.1,71.5,0,1.4,0,2.8,55.2,3,9,3,31.5,4,95.2,0.7,37,975,17.6,79.3,41.4,1.3,5.1,3.8,52.2,11.3,26.3,112384,73204,60052,53720,17.6,12,16.9,16.1,4.8,4.9,4.8,4.8,90.3,0,0,0,0,85.4,2.1,2.1,0,666161,1.343,6307289,26.8,65.1,8.2,1308025,617286,0,6917281,11494,53.8,43.3,7.6,8,0.1,3.4,0.5,4,0.6,0,32.5,Under 500,Rural,"$636,179 to < $697,496",$1.3141 to under $1.4301
CALVERT ISD,1,140,76.4,17.9,3.6,0,1.4,0,0.7,92.9,7.1,12.1,5.7,47.1,3.6,94.5,1.7,18,.,-1,35.5,17.9,7,6.7,33,50.5,0,2.8,83821,52633,34424,43933,68.7,7.8,33.5,16.8,10,18.8,41.9,14,44.1,0,0,0,0,84.1,0,5.6,0,668755,1.16,2431407,23.6,58.6,17.8,0,1108454,0,2364879,14143,57.3,33.1,6.8,20.1,0,4.5,0.2,0,0,1.6,33.6,Under 500,Rural,"$636,179 to < $697,496",Under $1.1701
FRANKLIN ISD,3,1242,7.3,18.9,69.6,0.2,0.9,0.2,2.9,37.5,2.9,11.3,2.9,27.9,7.1,96.6,0,91,1063,20.5,209.3,105.2,1.4,3,5.4,50.3,9.1,30.8,117428,74555,60486,51246,12,11.8,23.8,13.1,17.8,13.7,1,1,97.1,0,0,1,0,83.2,6.4,1,1,1356268,1.23,20281977,17.8,74.5,7.7,4128638,19853561,0,19956633,12408,49.3,35.4,15.8,5.2,0.4,3.9,0.2,4.2,0.7,1.1,33.3,"1,000 to 1,599",Other Central City Suburban,"$847,341 and over",$1.1701 to under $1.3141
HEARNE ISD,3,742,44.3,45.8,8.1,0,0,0.1,1.6,98.1,18.9,18.3,18.6,33.3,1.9,94.2,2,60,871,-1,159.8,69.8,3.8,3.1,6.7,43.7,14.4,28.3,94824,79635,61127,47326,61.5,10.6,62.4,6.9,15.5,40.9,31.3,13.9,50.5,0,2.9,0,1.4,65.8,18.2,2.8,1.2,466555,1.26,12155346,39,39.8,21.2,915111,2811600,0,12614466,13716,50.2,29.6,10.5,21.7,0.5,4.7,0.1,3.4,0.7,0.3,28.6,500 to 999,Rural,"$450,515 to < $472,586",$1.1701 to under $1.3141
MUMFORD ISD,2,625,6.4,52.3,38.9,0,0.5,0,1.9,68,15.4,8.6,14.7,17.8,18.2,97.2,0,32,1145,22.6,71.4,41,0.5,4.1,8,57.4,11.2,18.8,120751,104149,82075,52586,23.1,15.2,19.5,12.1,7.3,10.5,0,7.3,92.7,0,0,0,0,64.4,4.9,19.8,0.7,107157,1.04,8258284,72.7,18.9,8.3,0,13087793,0,4738664,7407,62.9,45.6,2.5,15.3,0.6,3.4,0.3,0,0.9,2.4,29,500 to 999,Rural,"Under $131,514",Under $1.1701
ROCKWALL ISD,20,16892,9.3,22.5,60.3,0.8,2.9,0.2,4,25.7,7.9,10.2,7.7,30.7,7.9,96.2,0,1269,1152,23.7,1922.4,1014.8,1,2.9,11.7,52.8,8.1,23.6,130328,84636,66650,58065,18.2,16.6,20.7,12.7,34.9,13.5,3,9,84.8,0.6,0.7,0,1.9,85.2,3.8,1,3.3,518655,1.43,187426965,19.4,74.9,5.7,39781125,64104432,0,224087191,8796,57,48.6,12.5,5.4,0.6,2.9,0.7,3.2,1.7,0.5,23.9,"10,000 to 24,999",Other Central City,"$483,611 to < $530,196",$1.3141 to under $1.4301
ROYSE CITY ISD,8,6585,8,33.4,53.7,0.4,1.1,0.1,3.1,39,10.6,11.9,10.3,27.6,8.4,95.3,0.3,386,1046,20.8,844.1,425.7,0.7,3.1,9,50.4,10.3,26.5,133251,83194,66569,53428,17.6,15.5,33.8,10.2,20.8,22.8,3.3,4.2,87.8,0,0.5,4.2,0,70.3,7.7,5,5.2,270181,1.67,72802072,49.3,43.9,6.8,13455568,13178983,0,98824610,9169,54.5,44.1,12,5,1.2,3.6,0.6,2.7,4.1,1,25.9,"5,000 to 9,999",Other Central City Suburban,"$266,163 to < $288,727",$1.4301 and over
BALLINGER ISD,4,904,1.3,47.5,47.9,0.2,0.7,0,2.4,58.7,1.8,11.2,1.8,29.9,5.6,95,1.1,53,1028,20.7,152.2,77.9,2,3.4,6.6,51.2,12,24.9,93714,69134,57837,50626,15.6,11.6,25.7,14.3,22.4,15.5,1.3,6.4,92.3,0,0,0,0,75,6,9.1,0,311571,1.17,13096204,49.1,35.8,15.1,766773,6685494,0,10901567,11195,53.5,39.3,13.6,7.1,0,4.3,0.7,3.6,0.6,1.7,29.1,500 to 999,Non-metropolitan Stable,"$288,727 to < $317,442",Under $1.1701
MILES ISD,3,489,0.4,38,61.1,0,0,0,0.4,38,8.8,7.4,8.8,27.6,7.4,96.7,0,32,1080,20,75.5,41.8,2.9,2.8,7.3,55.3,13.2,18.4,81445,70604,54633,49396,18,11.7,21.5,15.3,19.1,19.1,0,12,88,0,0,0,0,77.4,6.4,2.4,2.6,192484,1.493,5669939,68,25.1,6.8,575744,1261252,0,5480553,11232,55.8,48.8,6.2,4.9,0.3,4.4,0.2,5.3,0.9,1.3,27.8,Under 500,Rural,"$178,741 to < $225,013",$1.4301 and over
WINTERS ISD,5,568,1.1,61.6,35.4,0,0.4,0,1.6,66.7,3.5,12.9,3.5,41.4,11.3,95.6,0,27,.,18.6,116.9,51.5,3.4,3.9,10.3,44.1,17.1,21.2,73448,67517,52118,46600,26.6,11,37.8,11.3,5.8,23.2,3.9,9.7,86.4,0,0,0,0,66,6.8,13.9,0,313830,1.04,7964330,53.9,29.4,16.7,0,2376252,0,7598392,13317,50.7,30,8.5,18.8,0.3,5,0.5,4.7,0.6,0.8,30.7,500 to 999,Rural,"$288,727 to < $317,442",Under $1.1701
OLFEN ISD,2,123,2.4,49.6,47.2,0,0,0,0.8,70.7,2.4,11.4,2.4,31.7,4.9,96.3,0,1,.,-1,22.6,14.4,3.9,1.8,0,63.6,8.7,22,125000,65000,.,48494,26.5,8.5,40.7,7.8,39,15.1,6.9,5,88,0,0,0,0,91.1,1.7,3,0,58223,1.205,2185567,85.1,8.6,6.2,142718,590855,0,1980198,16626,47.5,37.2,1.8,13,0.5,1.2,0.3,2.4,0.7,0.9,42.2,Under 500,Rural,"Under $131,514",$1.1701 to under $1.3141
HENDERSON ISD,5,3412,18.7,32.3,44.4,0.3,0.7,0.1,3.5,65.7,15.4,11.5,15.1,26.7,5.8,95.9,0.2,213,964,19.4,494.6,220.2,1.4,2.9,12.3,44.5,14.2,24.7,108705,80325,56119,47705,25.5,15.5,31.3,12.3,19.6,26.7,7.8,3.9,86.9,0,0,0,1.4,60.1,8.4,4.6,17.2,435625,1.27,37872300,33,54.3,12.7,3790321,13922321,0,37301415,9030,56.2,41.7,12.3,8.6,0.7,4.4,0.5,3.1,1.9,1,25.7,"3,000 to 4,999",Independent Town,"$407,429 to < $450,515",$1.1701 to under $1.3141
LANEVILLE ISD,1,159,47.2,31.4,16.4,0,0,0,5,83,15.1,14.5,15.1,46.5,8.8,97.2,0,8,-1,12,36.2,16.9,2.8,5.5,2.4,46.8,10.9,31.5,92714,66428,58000,50958,50.4,9.4,5.8,17.2,24.1,17.6,23.4,5.8,70.8,0,0,0,0,70.2,11.7,5.8,0,525373,1.17,2535148,40.2,43.9,15.9,0,1090792,0,2490929,14290,51.9,41.5,5.8,11.5,0.1,4.4,0.2,2.8,0.7,0,33,Under 500,Rural,"$483,611 to < $530,196",Under $1.1701
LEVERETTS CHAPEL ISD,3,235,6.8,42.6,46,0,0,0,4.7,77.9,26,11.5,26,26.8,0.9,95.2,0,9,-1,-1,46.2,25.1,2.8,5.1,1.8,54.4,14.1,21.8,122879,68496,56873,53976,14.8,9.3,15.9,20.4,32.4,0.5,4,4,88.1,0,4,0,0,81.3,7.7,0,4,116104,1.17,3202988,78,13.3,8.7,0,780774,0,3207026,12334,57.3,44,5.4,8.6,0.7,4.3,0.1,2.7,0.5,1.8,31.9,Under 500,Rural,"Under $131,514",Under $1.1701
MOUNT ENTERPRISE ISD,2,425,12.7,9.4,72.5,0.7,0.9,0.5,3.3,66.8,5.4,15.3,5.4,31.1,7.5,94.9,0,23,960,-1,66.6,39.3,1.5,3.8,7.5,58.9,10.3,18,112291,81630,54166,50696,10.7,10.8,30.4,12.9,29,29.2,0,0,100,0,0,0,0,76.2,10.1,5.1,0,144596,1.234,4672831,75.4,17.1,7.4,91002,2245809,0,4745149,10436,57.3,42,7.5,9.4,0.6,5.8,0.3,5.6,0.7,0,28.1,Under 500,Rural,"$131,514 to < $178,741",$1.1701 to under $1.3141
